#! FIELDS time phi psi metad.bias
#! SET min_phi -pi
#! SET max_phi pi
#! SET min_psi -pi
#! SET max_psi pi
 686.640033 -2.280764 2.404537 33.098461
 686.660033 -2.448034 2.385997 34.114517
 686.680033 -2.276732 2.450470 33.071545
 686.700033 -2.269606 2.313125 33.024220
 686.720033 -2.184357 2.481218 32.502334
 686.740033 -2.072137 2.656207 32.016662
 686.760033 -1.974496 2.614641 31.795652
 686.780033 -2.094481 2.654170 32.094085
 686.800033 -1.984351 2.603114 31.808307
 686.820033 -1.883679 2.617669 31.817753
 686.840033 -1.898819 2.698995 31.794593
 686.860033 -1.835875 2.611070 31.953867
 686.880033 -1.928580 2.647474 31.773097
 686.900033 -1.955214 2.585267 31.778359
 686.920033 -1.809942 2.635879 32.072786
 686.940033 -1.790510 2.646572 32.184166
 686.960033 -1.772243 2.659087 32.306750
 686.980033 -1.880110 2.751457 31.824538
 687.000033 -1.985583 2.712984 31.810054
 687.020033 -1.983464 2.733360 31.900711
 687.040033 -2.235198 2.764008 32.858586
 687.060033 -2.182341 2.836278 32.560072
 687.080033 -2.421604 2.727527 34.011775
 687.100033 -2.318813 2.823558 33.393953
 687.120033 -2.340450 2.886784 33.535052
 687.140033 -2.408985 2.922988 33.946807
 687.160033 -2.536879 2.980988 34.322400
 687.180033 -2.486558 2.995742 34.259052
 687.200033 -2.466690 2.843503 34.200757
 687.220033 -2.667598 2.797035 33.814043
 687.240033 -2.672616 2.885111 33.773333
 687.260033 -2.938969 2.821426 29.006343
 687.280033 -2.869887 2.846645 30.777749
 687.300033 -2.945347 2.782341 28.821884
 687.320033 -2.900072 2.870995 30.054172
 687.340033 -2.903108 2.863725 29.977090
 687.360033 -2.807476 2.765317 32.037151
 687.380033 -2.633236 2.926320 34.049450
 687.400033 -2.505697 2.929915 34.297836
 687.420033 -2.501652 2.900491 34.291075
 687.440033 -2.378729 2.842930 33.774662
 687.460033 -2.515267 2.864393 34.310669
 687.480033 -2.634662 2.779492 34.041176
 687.500033 -2.761980 2.735405 32.766059
 687.520033 -2.938961 2.724692 29.006563
 687.540033 -2.922885 2.670326 29.455615
 687.560033 -3.096404 2.848642 23.452971
 687.580033 3.017456 2.744339 15.831293
 687.600033 -3.132675 2.946233 21.912960
 687.620033 -2.963187 2.977977 28.287015
 687.640033 -2.980678 3.024112 27.735782
 687.660033 -2.871955 -3.116165 30.730608
 687.680033 -2.882898 -3.017522 30.475252
 687.700033 -2.777757 -2.936369 32.530226
 687.720033 -2.489862 -2.892674 34.266993
 687.740033 -2.520155 -2.900827 34.315460
 687.760033 -2.545735 -3.066792 34.319891
 687.780033 -2.520893 -3.006333 34.316077
 687.800033 -2.594389 -2.969765 34.226025
 687.820033 -2.686685 -3.066226 33.650444
 687.840033 -2.727371 -3.129560 33.221184
 687.860033 -2.914417 3.105122 29.683046
 687.880033 -2.825384 2.997009 31.707599
 687.900033 -3.066210 2.933010 24.670064
 687.920033 -3.127623 2.935374 22.132031
 687.940033 3.003311 2.910598 15.174941
 687.960033 2.801256 2.860492 6.822632
 687.980033 2.706795 2.925248 4.072512
 688.000033 2.829225 2.915491 7.802244
 688.020033 2.968890 2.927752 14.143962
 688.040033 3.006631 2.893375 15.827546
 688.060033 -3.125693 3.027368 22.485724
 688.080033 -3.134176 2.974978 22.130218
 688.100033 -3.037976 2.930704 25.907561
 688.120033 -2.972991 2.697243 28.081139
 688.140033 -3.036042 2.800769 25.977026
 688.160033 -2.909550 2.790402 29.869774
 688.180033 -2.890641 2.833203 30.338053
 688.200033 -3.094183 2.714155 23.771694
 688.220033 -3.024602 2.691082 26.382077
 688.240033 3.130270 2.718445 21.332572
 688.260033 3.088975 2.698591 19.525525
 688.280033 -2.972296 2.727274 28.102551
 688.300033 -3.020394 2.732770 26.528526
 688.320033 -2.939297 2.802145 29.072964
 688.340033 -2.862426 2.812157 30.982762
 688.360033 -3.034900 2.763714 26.017915
 688.380033 -2.781667 2.967172 32.485074
 688.400033 -2.920740 2.857690 29.578708
 688.420033 -2.793462 2.876114 32.296150
 688.440033 -2.614277 3.020683 34.148336
 688.460033 -2.724961 3.074930 33.257643
 688.480033 -2.590435 3.095174 34.239226
 688.500033 -2.484118 3.075468 34.252851
 688.520033 -2.655377 -3.096524 33.909069
 688.540033 -2.658747 -3.139370 33.884732
 688.560033 -2.578167 -3.115576 34.272812
 688.580033 -2.853144 3.087603 31.180988
 688.600033 -2.777573 3.087609 32.548373
 688.620033 -2.840195 3.041281 31.446242
 688.640033 -2.894869 3.062370 30.235898
 688.660033 -2.909257 2.991420 29.877250
 688.680033 -2.977812 3.025108 27.931548
 688.700033 3.139593 3.071154 21.731448
 688.720033 -2.968167 2.982235 28.228894
 688.740033 -3.077672 2.787186 24.421462
 688.760033 -3.009912 2.832032 26.887315
 688.780033 -2.794221 2.896968 32.283660
 688.800033 -2.913323 2.894968 29.772795
 688.820033 -2.960970 2.766743 28.445787
 688.840033 -2.992232 2.774046 27.472776
 688.860033 -2.931505 2.826519 29.288840
 688.880033 3.110727 2.769488 20.484716
 688.900033 -3.129382 2.788365 22.331562
 688.920033 -3.133629 2.848915 22.153215
 688.940033 3.100047 2.816850 20.015539
 688.960033 -2.968885 3.016878 28.207030
 688.980033 -3.059982 2.874747 25.097578
 689.000033 -3.032277 2.952187 26.111421
 689.020033 -3.053124 3.113666 25.501191
 689.040033 -3.076213 -3.112045 24.623632
 689.060033 3.003993 3.015164 15.799707
 689.080033 3.114826 -2.932312 20.791215
 689.100033 3.053168 -2.988445 18.031286
 689.120033 -2.962867 -3.042745 28.531312
 689.140033 3.132229 3.060626 21.548817
 689.160033 -3.063712 -3.122409 25.103529
 689.180033 -3.099797 -3.077348 23.689446
 689.200033 3.094380 3.005004 19.886684
 689.220033 -2.989083 3.008423 27.720084
 689.240033 -3.098865 2.848993 23.727046
 689.260033 -2.821524 2.846784 31.909310
 689.280033 -2.636491 2.759081 34.074226
 689.300033 -2.602155 2.657828 34.232297
 689.320033 -2.500323 2.676736 34.303802
 689.340033 -2.534840 2.633706 34.342540
 689.360033 -2.404595 2.542428 33.929213
 689.380033 -2.364817 2.520226 33.693615
 689.400033 -2.383129 2.492280 33.805679
 689.420033 -2.271373 2.525649 33.085714
 689.440033 -2.291083 2.502404 33.213600
 689.460033 -2.114984 2.422997 32.254963
 689.480033 -2.084214 2.558644 32.144052
 689.500033 -2.021892 2.524067 31.969591
 689.520033 -1.876192 2.601048 31.917666
 689.540033 -1.904525 2.783047 31.876933
 689.560033 -1.756543 2.796944 32.487272
 689.580033 -1.775665 2.787759 32.348241
 689.600033 -1.640848 2.917340 33.679042
 689.620033 -1.664778 2.683552 33.392228
 689.640033 -1.546650 2.667866 34.863518
 689.660033 -1.761909 2.617468 32.446400
 689.680033 -1.862592 2.589998 31.948457
 689.700033 -2.039883 2.330059 32.012486
 689.720033 -1.957094 2.217051 31.872608
 689.740033 -1.930001 2.250820 31.864166
 689.760033 -1.740890 2.092531 32.614696
 689.780033 -1.788392 2.069051 32.266049
 689.800033 -1.843368 2.124379 32.005362
 689.820033 -1.871890 2.088711 31.926584
 689.840033 -1.784938 2.067774 32.287530
 689.860033 -1.817272 1.981552 32.110374
 689.880033 -1.737046 2.000986 32.647842
 689.900033 -1.821290 1.982358 32.092026
 689.920033 -1.736754 1.909854 32.650388
 689.940033 -1.734620 2.043237 32.669135
 689.960033 -1.807983 2.028153 32.155860
 689.980033 -1.687508 2.187770 33.135593
 690.000033 -1.812748 2.097196 32.131988
 690.020033 -1.764797 2.270903 32.514583
 690.040033 -1.723826 2.314428 32.852922
 690.060033 -1.833438 2.396219 32.132339
 690.080033 -1.790262 2.431148 32.345566
 690.100033 -1.709300 2.160979 32.991546
 690.120033 -1.804692 2.402717 32.264221
 690.140033 -1.925197 2.312993 31.947441
 690.160033 -1.851560 2.380648 32.069306
 690.180033 -2.075931 2.293111 32.169264
 690.200033 -1.925683 2.382814 31.947253
 690.220033 -1.886193 2.449742 31.987191
 690.240033 -1.916702 2.499508 31.951886
 690.260033 -1.971714 2.624137 31.960542
 690.280033 -2.087667 2.450184 32.205472
 690.300033 -1.854200 2.592168 32.061330
 690.320033 -1.925725 2.588802 31.947237
 690.340033 -1.754264 2.560537 32.593855
 690.360033 -2.133449 2.582385 32.369853
 690.380033 -2.148789 2.652127 32.434021
 690.400033 -2.160136 2.686137 32.484504
 690.420033 -2.110922 2.605462 32.284066
 690.440033 -2.118607 2.667165 32.312234
 690.460033 -2.027159 2.608306 32.044585
 690.480033 -1.918001 2.702143 31.951061
 690.500033 -1.780725 2.445673 32.405072
 690.520033 -1.674180 2.460793 33.362206
 690.540033 -1.864753 2.379837 32.032351
 690.560033 -1.832914 2.543482 32.134390
 690.580033 -1.847267 2.471844 32.082900
 690.600033 -1.737404 2.526213 32.731920
 690.620033 -1.700097 2.432029 33.084031
 690.640033 -1.798485 2.456690 32.297951
 690.660033 -1.878711 2.341118 32.000919
 690.680033 -1.973448 2.253450 31.962171
 690.700033 -1.852266 2.338110 32.067144
 690.720033 -1.881563 2.465905 31.995433
 690.740033 -1.934608 2.460066 31.945066
 690.760033 -1.938513 2.502837 31.944844
 690.780033 -2.058107 2.502918 32.118704
 690.800033 -2.158815 2.438898 32.478496
 690.820033 -2.127952 2.624571 32.348010
 690.840033 -2.122015 2.496812 32.325085
 690.860033 -2.459247 2.391434 34.188101
 690.880033 -2.494467 2.216846 34.293581
 690.900033 -2.555303 2.396583 34.336882
 690.920033 -2.594720 2.219624 34.257679
 690.940033 -2.540677 2.366669 34.344153
 690.960033 -2.640020 2.328104 34.054087
 690.980033 -2.578010 2.430035 34.301999
 691.000033 -2.593359 2.461964 34.261887
 691.020033 -2.811755 2.468364 32.135785
 691.040033 -2.773426 2.741571 32.757029
 691.060033 -2.877385 2.724820 30.811199
 691.080033 -2.787856 2.798571 32.535549
 691.100033 -2.773722 2.749513 32.752635
 691.120033 -2.655838 2.822646 34.027875
 691.140033 -2.655629 2.809776 34.029323
 691.160033 -2.724775 2.881985 33.396044
 691.180033 -2.667420 2.914697 33.943279
 691.200033 -2.672854 2.885962 33.900628
 691.220033 -2.756660 2.891842 32.996011
 691.240033 -2.885826 2.947668 30.615871
 691.260033 -2.646099 3.121240 34.092426
 691.280033 -2.692612 2.961570 33.729453
 691.300033 -2.424710 2.978955 34.100122
 691.320033 -2.265392 2.904675 33.097461
 691.340033 -2.395776 2.802617 33.941788
 691.360033 -2.223805 2.741011 32.840192
 691.380033 -2.278337 2.637288 33.181278
 691.400033 -2.378005 2.600291 33.834811
 691.420033 -2.410064 2.512706 34.022802
 691.440033 -2.301950 2.811960 33.337210
 691.460033 -2.497891 2.693925 34.372370
 691.480033 -2.453014 2.831428 34.229887
 691.500033 -2.445378 2.927187 34.197595
 691.520033 -2.399804 3.046161 33.965134
 691.540033 -2.200810 3.020384 32.708854
 691.560033 -2.014654 -3.066199 32.025169
 691.580033 -2.221108 3.135879 32.824324
 691.600033 -2.056429 -3.032228 32.121759
 691.620033 -2.163545 -2.961653 32.517606
 691.640033 -2.146697 -3.072289 32.440465
 691.660033 -2.356459 -3.066770 33.698378
 691.680033 -2.102246 -2.944575 32.264651
 691.700033 -2.299982 -3.071843 33.324099
 691.720033 -2.273432 3.091526 33.149355
 691.740033 -2.466701 3.076457 34.282431
 691.760033 -2.483985 2.894011 34.337800
 691.780033 -2.601437 2.660862 34.312188
 691.800033 -2.678664 2.546802 33.852927
 691.820033 -2.539385 2.552753 34.419384
 691.840033 -2.455055 2.493240 34.238168
 691.860033 -2.473238 2.369247 34.304894
 691.880033 -2.420418 2.355268 34.078114
 691.900033 -2.303411 2.373675 33.346947
 691.920033 -2.343884 2.342382 33.616345
 691.940033 -2.209259 2.414370 32.756043
 691.960033 -2.258407 2.274693 33.052851
 691.980033 -2.179578 2.375398 32.596407
 692.000033 -2.125744 2.423999 32.352657
 692.020033 -1.947948 2.485142 32.018294
 692.040033 -1.807639 2.365856 32.289075
 692.060033 -1.664985 2.617036 33.482682
 692.080033 -1.756452 2.520746 32.607081
 692.100033 -1.690936 2.644387 33.199131
 692.120033 -1.694255 2.703107 33.164615
 692.140033 -1.842537 2.577649 32.146620
 692.160033 -1.858060 2.808496 32.101534
 692.180033 -2.232490 2.748024 32.973879
 692.200033 -2.088379 2.851273 32.306274
 692.220033 -2.304924 2.604110 33.426347
 692.240033 -2.260126 2.551900 33.141360
 692.260033 -2.410354 2.554065 34.071207
 692.280033 -2.314936 2.536960 33.491205
 692.300033 -2.416706 2.512830 34.104102
 692.320033 -2.261964 2.618786 33.152775
 692.340033 -2.359296 2.632889 33.774568
 692.360033 -2.488205 2.671339 34.380501
 692.380033 -2.612682 2.667917 34.281819
 692.400033 -2.737794 2.664272 33.245571
 692.420033 -2.806149 2.787269 32.235419
 692.440033 -2.807557 2.771226 32.211105
 692.460033 -2.825360 2.765098 31.890560
 692.480033 -2.980107 2.799077 28.027596
 692.500033 -2.962688 2.937498 28.562551
 692.520033 -3.126235 2.801016 22.608686
 692.540033 2.980971 2.783403 14.763166
 692.560033 2.940408 2.895241 12.968288
 692.580033 2.911026 2.792631 11.709628
 692.600033 2.861417 2.777175 9.695362
 692.620033 2.989491 2.701286 15.146200
 692.640033 3.090532 2.894919 19.719179
 692.660033 3.110031 2.863655 20.585450
 692.680033 -3.124311 2.869503 22.689404
 692.700033 -3.110397 2.922231 23.266854
 692.720033 3.108781 2.948054 20.530309
 692.740033 3.132808 2.874673 21.580073
 692.760033 -3.098711 2.792524 23.743085
 692.780033 3.062632 2.703669 18.463032
 692.800033 -3.019351 2.666989 26.730196
 692.820033 -3.056559 2.751779 25.386769
 692.840033 -3.072351 2.510233 24.785191
 692.860033 -3.063876 2.586803 25.110259
 692.880033 3.123471 2.629404 21.174920
 692.900033 3.062548 2.640919 18.459224
 692.920033 -3.127308 2.647926 22.563591
 692.940033 -3.047162 2.761411 25.736127
 692.960033 -3.067884 2.832926 24.957151
 692.980033 -2.846077 2.968242 31.486708
 693.000033 -2.855383 2.977291 31.294315
 693.020033 -2.741261 2.981665 33.290148
 693.040033 -2.759583 2.966947 33.049881
 693.060033 -2.986309 2.918591 27.916054
 693.080033 -3.055226 3.057801 25.507597
 693.100033 -3.069293 2.916476 24.970678
 693.120033 -3.116760 3.072208 23.060568
 693.140033 3.066005 3.094026 18.649780
 693.160033 3.079521 3.040512 19.262176
 693.180033 3.119566 3.068679 21.049886
 693.200033 -3.109141 3.045976 23.376666
 693.220033 -3.000975 -3.134173 27.435722
 693.240033 -2.974619 2.999797 28.285956
 693.260033 -2.830528 2.944041 31.890073
 693.280033 -2.937706 2.806085 29.377559
 693.300033 -2.920479 2.725973 29.846736
 693.320033 -2.987991 2.678659 27.861892
 693.340033 -3.056299 2.705795 25.467161
 693.360033 -3.093212 2.589546 24.026255
 693.380033 -3.035334 2.554285 26.241540
 693.400033 -3.078013 2.640305 24.630840
 693.420033 3.117057 2.514843 20.939420
 693.440033 3.095402 2.712800 19.976841
 693.460033 -3.117115 2.694014 23.045773
 693.480033 3.129154 2.691765 21.469681
 693.500033 -3.028938 2.817264 26.471008
 693.520033 -3.113579 2.713775 23.192959
 693.540033 -2.963821 2.930355 28.617345
 693.560033 -3.017572 2.865568 26.870736
 693.580033 -3.012999 2.866652 27.028678
 693.600033 -2.918821 2.865069 29.890542
 693.620033 -2.904060 3.022606 30.270140
 693.640033 -2.854733 3.110300 31.405577
 693.660033 -2.787700 2.934560 32.634620
 693.680033 -2.963235 2.870172 28.635040
 693.700033 -2.923237 3.047159 29.773346
 693.720033 -3.000747 2.872235 27.443333
 693.740033 -2.980249 2.845197 28.109262
 693.760033 -3.082869 2.767187 24.439337
 693.780033 -2.995957 2.920194 27.602100
 693.800033 -3.076945 2.807689 24.672737
 693.820033 -3.130910 2.644175 22.464878
 693.840033 -3.138553 2.668704 22.138761
 693.860033 -2.995931 2.742611 27.602960
 693.880033 -2.979249 2.797262 28.140833
 693.900033 -2.948197 2.724380 29.079225
 693.920033 -2.851473 2.589727 31.473577
 693.940033 -2.832996 2.756614 31.842829
 693.960033 -2.848424 2.803432 31.536391
 693.980033 -2.833337 2.673179 31.836250
 694.000033 -2.842383 2.717260 31.658644
 694.020033 -2.904595 2.618345 30.348610
 694.040033 -2.784278 2.636270 32.780422
 694.060033 -2.853031 2.560771 31.535886
 694.080033 -2.818084 2.684057 32.215333
 694.100033 -2.780630 2.618851 32.836277
 694.120033 -2.717767 2.702340 33.647378
 694.140033 -2.933546 2.471566 29.581894
 694.160033 -2.769608 2.694480 32.999133
 694.180033 -2.794766 2.540008 32.614486
 694.200033 -2.771977 2.567538 32.964866
 694.220033 -2.619960 2.421179 34.374986
 694.240033 -2.639750 2.437458 34.277386
 694.260033 -2.787300 2.376890 32.733435
 694.280033 -2.545520 2.276929 34.532262
 694.300033 -2.595875 2.399484 34.461191
 694.320033 -2.475717 2.214863 34.409375
 694.340033 -2.205396 2.414176 32.826169
 694.360033 -2.450972 2.483766 34.313753
 694.380033 -2.304028 2.477907 33.438113
 694.400033 -2.388734 2.436836 33.986654
 694.420033 -2.142142 2.599914 32.513246
 694.440033 -2.139139 2.721983 32.500334
 694.460033 -1.947101 2.724530 32.017882
 694.480033 -2.016117 2.658051 32.109750
 694.500033 -1.951523 2.711440 32.020271
 694.520033 -1.982593 2.730769 32.051860
 694.540033 -2.039951 2.815268 32.164663
 694.560033 -1.873632 2.755767 32.066392
 694.580033 -2.205761 2.574055 32.828196
 694.600033 -2.131111 2.827793 32.466685
 694.620033 -2.506715 2.623345 34.492706
 694.640033 -2.434749 2.678944 34.239474
 694.660033 -2.675365 2.466524 34.039176
 694.680033 -2.627286 2.557814 34.341713
 694.700033 -2.685827 2.635164 33.953610
 694.720033 -2.680322 2.662966 33.999535
 694.740033 -2.805554 2.576901 32.435101
 694.760033 -2.983240 2.408684 28.095128
 694.780033 -2.776832 2.615238 32.893385
 694.800033 -2.895250 2.499156 30.580536
 694.820033 -2.692942 2.725604 33.891295
 694.840033 -2.807280 2.627823 32.405552
 694.860033 -2.796897 2.762928 32.579752
 694.880033 -2.753462 2.858727 33.221780
 694.900033 -2.672472 2.675475 34.061571
 694.920033 -2.653399 2.738734 34.195668
 694.940033 -2.724503 2.582125 33.573951
 694.960033 -2.689892 2.619439 33.918417
 694.980033 -2.746572 2.506178 33.311027
 695.000033 -2.662315 2.441510 34.135893
 695.020033 -2.806509 2.349733 32.484560
 695.040033 -2.810178 2.376259 32.420657
 695.060033 -2.955091 2.378795 29.002677
 695.080033 -3.081108 2.415294 24.587992
 695.100033 -2.956194 2.315684 28.969737
 695.120033 -3.013703 2.327383 27.108238
 695.140033 -2.994668 2.310576 27.755230
 695.160033 -2.914751 2.403972 30.134593
 695.180033 -2.800672 2.553188 32.584050
 695.200033 -2.829486 2.500871 32.066659
 695.220033 -2.710313 2.614877 33.801283
 695.240033 -2.667006 2.655400 34.180096
 695.260033 -2.697792 2.736342 33.923817
 695.280033 -2.672061 2.665385 34.142359
 695.300033 -2.597649 2.713202 34.531186
 695.320033 -2.594081 2.748410 34.541079
 695.340033 -2.451323 2.789366 34.369647
 695.360033 -2.287763 2.934628 33.356119
 695.380033 -2.466569 2.781006 34.433897
 695.400033 -2.136760 2.796212 32.498627
 695.420033 -2.238817 2.842024 33.039291
 695.440033 -2.286079 2.769202 33.344858
 695.460033 -2.169765 2.704680 32.651307
 695.480033 -2.294290 2.582331 33.399965
 695.500033 -2.278589 2.635829 33.295019
 695.520033 -2.349060 2.479263 33.771496
 695.540033 -2.390360 2.486725 34.039375
 695.560033 -2.403152 2.373554 34.116917
 695.580033 -2.341278 2.493398 33.719114
 695.600033 -2.322313 2.390611 33.590316
 695.620033 -2.262682 2.376885 33.190758
 695.640033 -2.185240 2.431400 32.730418
 695.660033 -2.178005 2.429105 32.692829
 695.680033 -2.200981 2.523125 32.815850
 695.700033 -2.128937 2.408276 32.465632
 695.720033 -2.025402 2.604541 32.132697
 695.740033 -2.083601 2.718110 32.297154
 695.760033 -1.973505 2.796798 32.041759
 695.780033 -1.807607 2.731460 32.289308
 695.800033 -1.856815 2.810505 32.105054
 695.820033 -1.976937 2.670637 32.046026
 695.840033 -1.868793 2.802220 32.076619
 695.860033 -2.078442 2.643606 32.280216
 695.880033 -1.940924 2.790240 32.016573
 695.900033 -1.864904 2.729947 32.085207
 695.920033 -1.954841 2.615568 32.023708
 695.940033 -1.846855 2.569156 32.133264
 695.960033 -1.876881 2.699446 32.060692
 695.980033 -1.840943 2.646344 32.152056
 696.000033 -1.833692 2.560840 32.177361
 696.020033 -1.731380 2.503516 32.893928
 696.040033 -1.701716 2.516055 33.167731
 696.060033 -1.475459 2.613692 35.698954
 696.080033 -1.572199 2.442252 34.664566
 696.100033 -1.498134 2.391492 35.490912
 696.120033 -1.566788 2.368458 34.729840
 696.140033 -1.382446 2.193865 36.191965
 696.160033 -1.182985 2.200944 34.654727
 696.180033 -1.176228 1.979153 34.538896
 696.200033 -1.182650 2.070339 34.649074
 696.220033 -1.116698 1.884631 33.357357
 696.240033 -1.039328 1.783913 31.438086
 696.260033 -0.895958 1.701260 27.030682
 696.280033 -0.930986 1.759702 28.184893
 696.300033 -1.047550 1.800123 31.660344
 696.320033 -1.110894 1.740963 33.227565
 696.340033 -1.207328 1.697842 35.039187
 696.360033 -1.119403 1.665068 33.417016
 696.380033 -1.106626 1.626368 33.130558
 696.400033 -0.935853 1.344131 28.342051
 696.420033 -0.936678 1.299141 28.368598
 696.440033 -0.904064 1.231199 27.301316
 696.460033 -0.921017 1.185278 27.860530
 696.480033 -0.852586 1.103741 25.551194
 696.500033 -0.968912 1.132433 29.385784
 696.520033 -0.960699 1.094900 29.130668
 696.540033 -0.924566 1.062049 27.976387
 696.560033 -1.085833 1.080318 32.639656
 696.580033 -1.241816 1.070725 35.492977
 696.600033 -1.133659 0.933020 33.722346
 696.620033 -1.225851 0.782258 35.296386
 696.640033 -1.017239 0.849991 30.821591
 696.660033 -0.881908 0.673384 26.556919
 696.680033 -1.048077 0.743775 31.674464
 696.700033 -1.157429 0.699163 34.196467
 696.720033 -1.176714 0.780607 34.547370
 696.740033 -1.309861 0.744466 36.064241
 696.760033 -1.673889 0.908910 33.456915
 696.780033 -1.550522 0.878108 34.923014
 696.800033 -1.522257 0.834915 35.242126
 696.820033 -1.593582 0.681475 34.403875
 696.840033 -1.462026 0.635567 35.808282
 696.860033 -1.460150 0.664974 35.822659
 696.880033 -1.405260 0.444345 36.133660
 696.900033 -1.250486 0.518342 35.589868
 696.920033 -1.402819 0.596436 36.142050
 696.940033 -1.236734 0.470485 35.432944
 696.960033 -1.103121 0.535561 33.049930
 696.980033 -0.943762 0.531387 28.595627
 697.000033 -0.874061 0.413809 26.289929
 697.020033 -1.081429 0.722570 32.635121
 697.040033 -0.957455 0.524437 29.166996
 697.060033 -1.134008 0.702017 33.814428
 697.080033 -1.072087 0.516198 32.405361
 697.100033 -1.261026 0.832488 35.742160
 697.120033 -1.458708 0.651966 35.842757
 697.140033 -1.537423 0.663927 35.078086
 697.160033 -1.363940 0.417511 36.226661
 697.180033 -1.470724 0.581690 35.746922
 697.200033 -1.269758 0.395003 35.821885
 697.220033 -1.120460 0.389840 33.529764
 697.240033 -0.940865 0.351300 28.643646
 697.260033 -1.144941 0.308262 34.033896
 697.280033 -1.063520 0.301326 32.189579
 697.300033 -1.091440 0.372952 32.874799
 697.320033 -1.152449 0.293810 34.179157
 697.340033 -0.898067 0.135492 27.246390
 697.360033 -0.906393 0.293155 27.523257
 697.380033 -0.917139 0.314117 27.877076
 697.400033 -0.662704 0.235868 18.874742
 697.420033 -0.784896 0.369058 23.301062
 697.440033 -0.926641 0.330759 28.186539
 697.460033 -0.776445 0.327589 22.996849
 697.480033 -0.925820 0.396781 28.159921
 697.500033 -0.851632 0.582860 25.663314
 697.520033 -0.814800 0.437596 24.369370
 697.540033 -0.943627 0.763873 28.731530
 697.560033 -0.882721 0.543244 26.730191
 697.580033 -1.112488 0.632653 33.355856
 697.600033 -1.030928 0.430068 31.326549
 697.620033 -1.152516 0.438482 34.180434
 697.640033 -0.987835 0.283008 30.093090
 697.660033 -1.002696 0.281350 30.529254
 697.680033 -0.950367 0.094789 28.944784
 697.700033 -0.978234 0.121151 29.805251
 697.720033 -1.139974 0.116039 33.935333
 697.740033 -1.277696 0.040179 35.888211
 697.760033 -1.529498 0.188648 35.167292
 697.780033 -1.517791 0.170165 35.295049
 697.800033 -1.617220 0.304653 34.116576
 697.820033 -1.758429 0.413229 32.679263
 697.840033 -1.900051 0.657454 32.116708
 697.860033 -1.886426 0.473102 32.134101
 697.880033 -1.844827 0.726827 32.230364
 697.900033 -1.948868 0.627799 32.101697
 697.920033 -1.915898 0.678598 32.104103
 697.940033 -1.904423 0.721689 32.112441
 697.960033 -1.721843 0.737134 32.977942
 697.980033 -1.842200 0.758540 32.238798
 698.000033 -1.724340 0.730547 32.955579
 698.020033 -1.779586 0.789059 32.619175
 698.040033 -1.663202 0.724488 33.658611
 698.060033 -1.583497 0.842166 34.602392
 698.080033 -1.402656 0.735368 36.195172
 698.100033 -1.435902 0.866036 36.042636
 698.120033 -1.531114 0.873068 35.212598
 698.140033 -1.448837 0.790928 35.961087
 698.160033 -1.595934 0.853027 34.451898
 698.180033 -1.521336 0.834525 35.318293
 698.200033 -1.452469 0.854098 35.936143
 698.220033 -1.331779 0.878589 36.206520
 698.240033 -1.106311 0.860769 33.221818
 698.260033 -1.213320 1.021496 35.194088
 698.280033 -1.047031 1.009416 31.763138
 698.300033 -1.177328 1.228309 34.635379
 698.320033 -0.812518 0.940819 24.288350
 698.340033 -0.794063 1.036453 23.629963
 698.360033 -0.664153 0.929141 18.926886
 698.380033 -0.731694 1.038485 21.375635
 698.400033 -0.839103 1.148006 25.226314
 698.420033 -0.979308 1.172767 29.838508
 698.440033 -1.045507 1.316305 31.722672
 698.460033 -1.130294 1.506021 33.742688
 698.480033 -1.479292 1.651377 35.726077
 698.500033 -1.468356 1.840092 35.817017
 698.520033 -1.569546 1.790202 34.769873
 698.540033 -1.521212 1.800813 35.319606
 698.560033 -1.661377 1.845118 33.678986
 698.580033 -1.612111 1.671074 34.256068
 698.600033 -1.724128 1.567302 33.042892
 698.620033 -1.640737 1.443941 33.915181
 698.640033 -1.776338 1.348077 32.640008
 698.660033 -1.694768 1.345881 33.322429
 698.680033 -1.744758 1.320278 32.868601
 698.700033 -1.837889 1.305748 32.330361
 698.720033 -1.798718 1.073355 32.506810
 698.740033 -1.842036 1.007543 32.315780
 698.760033 -2.015059 1.050555 32.223362
 698.780033 -1.817371 1.025305 32.413972
 698.800033 -1.774458 1.076605 32.652297
 698.820033 -1.853229 0.910745 32.280149
 698.840033 -1.915765 1.142014 32.167854
 698.860033 -1.863478 1.021477 32.251935
 698.880033 -1.857258 1.096116 32.268563
 698.900033 -1.898867 1.181995 32.184886
 698.920033 -1.698679 1.370514 33.283191
 698.940033 -1.541880 1.301009 35.092461
 698.960033 -1.524856 1.468852 35.280643
 698.980033 -1.326561 1.500519 36.189359
 699.000033 -1.472368 1.454314 35.784468
 699.020033 -1.521077 1.661227 35.387848
 699.040033 -1.383973 1.521163 36.305116
 699.060033 -1.345582 1.542314 36.299562
 699.080033 -1.285900 1.590276 36.020279
 699.100033 -1.330005 1.753313 36.258846
 699.120033 -1.237860 1.656850 35.553365
 699.140033 -1.321205 1.701436 36.225803
 699.160033 -1.384174 1.642848 36.304800
 699.180033 -1.242924 1.616013 35.612530
 699.200033 -1.102532 1.701782 33.158647
 699.220033 -0.823175 1.412002 24.668175
 699.240033 -0.870050 1.461665 26.302275
 699.260033 -0.930381 1.488325 28.314196
 699.280033 -0.855640 1.249261 25.805471
